感染性关节炎有什么一并发生,"['感染性关节炎', '有', '什么', '一并', '发生']",相关病症,4
text,segment,label_class,label
创伤性溃疡要花多少时间治好,"['创伤性溃疡', '要花', '多少', '时间', '治', '好']",治疗时间,11
你好，麻烦问一下脚癣传染性强吗,"['你好', '，', '麻烦', '问', '一下', '脚癣', '传染性', '强', '吗']",传染性,7
您好股外侧皮神经炎有什么并发,"['您好', '股外侧皮神经炎', '有', '什么', '并发']",相关病症,4
纵隔气肿有什么一同出现,"['纵隔气肿', '有', '什么', '一同', '出现']",相关病症,4
胃下垂看什么医生,"['胃下垂', '看', '什么', '医生']",所属科室,6
塞泽里综合征做啥体检呢？,"['塞泽里综合征', '做', '啥', '体检', '呢', '？']",化验/体检方案,10
小儿癫痫会人传人不？,"['小儿癫痫', '会人', '传人', '不', '？']",传染性,7
脑积水需要做什么检查,"['脑积水', '需要', '做', '什么', '检查']",化验/体检方案,10
问一下库欣综合征检查什么,"['问', '一下', '库欣综合征', '检查', '什么']",化验/体检方案,10
问一下小儿帕套综合征看什么医生,"['问', '一下', '小儿帕套综合征', '看', '什么', '医生']",所属科室,6
冒昧问一下高睾酮血症有什么并发,"['冒昧', '问', '一下', '高睾酮血症', '有', '什么', '并发']",相关病症,4
你好，麻烦问一下急性心力衰竭我会染上吗,"['你好', '，', '麻烦', '问', '一下', '急性心力衰竭', '我会', '染上', '吗']",传染性,7
蚊子叮咬要花多少时间治好,"['蚊子叮咬', '要花', '多少', '时间', '治', '好']",治疗时间,11
打扰问一下太阳中风治好要多久,"['打扰', '问', '一下', '太阳中风', '治好', '要', '多久']",治疗时间,11
打扰问一下红斑治愈率多高,"['打扰', '问', '一下', '红斑', '治愈率', '多高']",治愈率,8
您好膜迷路积水要挂什么科室,"['您好', '膜迷路积水', '要', '挂', '什么', '科室']",所属科室,6
肾阴虚我会感染吗,"['肾阴虚', '我会', '感染', '吗']",传染性,7
请问得了结节性硬化症现象,"['请问', '得', '了', '结节性硬化症', '现象']",临床表现(病症表现),3
打扰问一下胰腺真性囊肿病症表现,"['打扰', '问', '一下', '胰腺真性囊肿', '病症', '表现']",临床表现(病症表现),3
请问得了老年人肺结核病完全治愈要多久,"['请问', '得', '了', '老年人肺结核病', '完全', '治愈', '要', '多久']",治疗时间,11
肾肿瘤治好希望大么？,"['肾肿瘤', '治', '好', '希望', '大', '么', '？']",治愈率,8
脊柱侧弯要做什么化验治疗吗,"['脊柱侧弯', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
请教一下巴贝虫病治愈比例,"['请教', '一下', '巴贝虫病', '治愈', '比例']",治愈率,8
问一下分水岭区脑梗死看什么医生,"['问', '一下', '分水岭区脑梗死', '看', '什么', '医生']",所属科室,6
您好肩周炎多大几率能治好,"['您好', '肩周炎', '多大', '几率', '能治好']",治愈率,8
鼻疽要花多少时间治好,"['鼻疽', '要花', '多少', '时间', '治', '好']",治疗时间,11
您好粘多糖代谢障碍治疗周期？,"['您好', '粘多糖代谢障碍', '治疗', '周期', '？']",治疗时间,11
冒昧问一下血脂异常有什么一起发生,"['冒昧', '问', '一下', '血脂异常', '有', '什么', '一起', '发生']",相关病症,4
如果得了结肠粪性穿孔是否会传染？,"['如果', '得', '了', '结肠粪性穿孔', '是否', '会', '传染', '？']",传染性,7
问一下日光性雀斑样痣可以挂什么科,"['问', '一下', '日光性雀斑样痣', '可以', '挂', '什么', '科']",所属科室,6
问一下老年人肺炎有传染性吗,"['问', '一下', '老年人肺炎', '有', '传染性', '吗']",传染性,7
你好，麻烦问一下淋巴细胞减少症能治好不,"['你好', '，', '麻烦', '问', '一下', '淋巴细胞减少症', '能治好', '不']",治愈率,8
冒昧问一下食管结核治疗时间长吗,"['冒昧', '问', '一下', '食管结核', '治疗', '时间', '长', '吗']",治疗时间,11
冒昧问一下粪瘘要治几多时间,"['冒昧', '问', '一下', '粪瘘', '要治', '几多', '时间']",治疗时间,11
如果得了泪腺肉样瘤病有什么伴随发生,"['如果', '得', '了', '泪腺肉样瘤病', '有', '什么', '伴随', '发生']",相关病症,4
你好，麻烦问一下骨髓炎有什么一起出现,"['你好', '，', '麻烦', '问', '一下', '骨髓炎', '有', '什么', '一起', '出现']",相关病症,4
问一下断肢再植会传给孩子吗,"['问', '一下', '断肢再植', '会', '传给', '孩子', '吗']",传染性,7
皮肤腺样囊性癌如何体检？,"['皮肤腺样囊性癌', '如何', '体检', '？']",化验/体检方案,10
膀胱膨出可以挂什么科,"['膀胱膨出', '可以', '挂', '什么', '科']",所属科室,6
请问得了脓窠疮可以看啥科室,"['请问', '得', '了', '脓窠疮', '可以', '看', '啥', '科室']",所属科室,6
打扰问一下解释一下老年人肺性脑病介绍,"['打扰', '问', '一下', '解释一下', '老年人肺性脑病', '介绍']",定义,0
肝硬化腹水要做什么化验治疗吗,"['肝硬化腹水', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
冒昧问一下面肌痉挛治好希望大么？,"['冒昧', '问', '一下', '面肌痉挛', '治', '好', '希望', '大', '么', '？']",治愈率,8
打扰问一下怎样解释炭疽病是啥？,"['打扰', '问', '一下', '怎样', '解释', '炭疽病', '是', '啥', '？']",定义,0
您好蚂蚁叮咬挂啥科,"['您好', '蚂蚁叮咬', '挂', '啥', '科']",所属科室,6
请问得了可以问一下感染性肋软骨炎是什么意思？,"['请问', '得', '了', '可以', '问', '一下', '感染性肋软骨炎', '是', '什么', '意思', '？']",定义,0
妊娠合并白血病需要做什么检查,"['妊娠合并白血病', '需要', '做', '什么', '检查']",化验/体检方案,10
打扰问一下淋菌性结膜炎易感人群是什么人,"['打扰', '问', '一下', '淋菌性结膜炎', '易感', '人群', '是', '什么', '人']",传染性,7
您好松果体瘤会传给老人吗,"['您好', '松果体瘤', '会', '传给', '老人', '吗']",传染性,7
请问得了癔症性失声检查什么,"['请问', '得', '了', '癔症性失声', '检查', '什么']",化验/体检方案,10
卵巢妊娠要检查啥项目？,"['卵巢妊娠', '要', '检查', '啥', '项目', '？']",化验/体检方案,10
打扰问一下颞骨岩部炎能感染到其他人吗,"['打扰', '问', '一下', '颞骨岩部炎', '能', '感染', '到', '其他人', '吗']",传染性,7
您好自发性血胸有什么一同发生,"['您好', '自发性血胸', '有', '什么', '一同', '发生']",相关病症,4
你好，麻烦问一下小肠气痛要看什么科,"['你好', '，', '麻烦', '问', '一下', '小肠气痛', '要', '看', '什么', '科']",所属科室,6
如果得了嗜酸性筋膜炎容易感染不,"['如果', '得', '了', '嗜酸性筋膜炎', '容易', '感染', '不']",传染性,7
请问得了怎样解释慢性乳腺炎是啥？,"['请问', '得', '了', '怎样', '解释', '慢性乳腺炎', '是', '啥', '？']",定义,0
椎管内脊膜瘤易感人群是什么人,"['椎管内脊膜瘤', '易感', '人群', '是', '什么', '人']",传染性,7
什么手段可以预防卵泡发育不良,"['什么', '手段', '可以', '预防', '卵泡发育不良']",预防,2
请问得了原卟啉病会让我得上吗,"['请问', '得', '了', '原卟啉病', '会', '让', '我', '得', '上', '吗']",传染性,7
寰椎沟环畸形能治好不,"['寰椎沟环畸形', '能治好', '不']",治愈率,8
尼兹诺夫综合征需要做什么检查,"['尼兹诺夫综合征', '需要', '做', '什么', '检查']",化验/体检方案,10
衣原体尿路感染易感人群是什么人,"['衣原体尿路感染', '易感', '人群', '是', '什么', '人']",传染性,7
咋防止肱骨头骨折,"['咋', '防止', '肱骨头骨折']",预防,2
打扰问一下前列腺结石应该看啥医生,"['打扰', '问', '一下', '前列腺结石', '应该', '看', '啥', '医生']",所属科室,6
多种抽动综合征传染性强吗,"['多种抽动综合征', '传染性', '强', '吗']",传染性,7
神昏治好希望大么？,"['神昏', '治', '好', '希望', '大', '么', '？']",治愈率,8
打扰问一下厥证现象,"['打扰', '问', '一下', '厥证', '现象']",临床表现(病症表现),3
如果得了食管蹼和食管环能感染到其他人吗,"['如果', '得', '了', '食管蹼和食管环', '能', '感染', '到', '其他人', '吗']",传染性,7
如果得了幼儿急疹易发人群是哪些人,"['如果', '得', '了', '幼儿急疹', '易发', '人群', '是', '哪些', '人']",传染性,7
打扰问一下原发性小肠溃疡有什么一起发生,"['打扰', '问', '一下', '原发性小肠溃疡', '有', '什么', '一起', '发生']",相关病症,4
如何做防止肝包虫病,"['如何', '做', '防止', '肝包虫病']",预防,2
中满治愈需要几年,"['中满', '治愈', '需要', '几年']",治疗时间,11
冒昧问一下处女膜闭锁有什么一起发生,"['冒昧', '问', '一下', '处女膜闭锁', '有', '什么', '一起', '发生']",相关病症,4
秃顶应该看啥医生,"['秃顶', '应该', '看', '啥', '医生']",所属科室,6
冒昧问一下先天性长结肠多大概率能治好？,"['冒昧', '问', '一下', '先天性长结肠', '多大', '概率', '能治好', '？']",治愈率,8
请问得了慢性根尖牙周炎我会感染吗,"['请问', '得', '了', '慢性根尖牙周炎', '我会', '感染', '吗']",传染性,7
打扰问一下尿崩症可以挂什么科,"['打扰', '问', '一下', '尿崩症', '可以', '挂', '什么', '科']",所属科室,6
冒昧问一下结缔组织痣的症状,"['冒昧', '问', '一下', '结缔组织痣', '的', '症状']",临床表现(病症表现),3
问一下脊髓缺血如何体检,"['问', '一下', '脊髓缺血', '如何', '体检']",化验/体检方案,10
请问得了上睑下垂有什么一并发生,"['请问', '得', '了', '上睑下垂', '有', '什么', '一并', '发生']",相关病症,4
我该如何避开急性淋巴管炎,"['我该', '如何', '避开', '急性淋巴管炎']",预防,2
化脓性甲沟炎治好希望大么？,"['化脓性甲沟炎', '治', '好', '希望', '大', '么', '？']",治愈率,8
冒昧问一下大肠癌检查什么,"['冒昧', '问', '一下', '大肠癌', '检查', '什么']",化验/体检方案,10
冒昧问一下圆翳内障得治疗几个小时,"['冒昧', '问', '一下', '圆翳内障', '得', '治疗', '几个', '小时']",治疗时间,11
冒昧问一下异位胰腺容易感染不,"['冒昧', '问', '一下', '异位胰腺', '容易', '感染', '不']",传染性,7
硬脑膜下血肿看啥科呢,"['硬脑膜下血肿', '看', '啥', '科', '呢']",所属科室,6
冒昧问一下回乳要挂什么科室,"['冒昧', '问', '一下', '回乳', '要', '挂', '什么', '科室']",所属科室,6
冒昧问一下产后三急要花多少时间治好,"['冒昧', '问', '一下', '产后三急', '要花', '多少', '时间', '治', '好']",治疗时间,11
如果得了多房棘球蚴病会传染给哪些人,"['如果', '得', '了', '多房棘球蚴病', '会', '传染给', '哪些', '人']",传染性,7
什么手段可以逃避血管痣,"['什么', '手段', '可以', '逃避', '血管痣']",预防,2
打扰问一下莱姆心脏炎容易感染不,"['打扰', '问', '一下', '莱姆心脏炎', '容易', '感染', '不']",传染性,7
怎么做绕开前庭大腺炎,"['怎么', '做', '绕开', '前庭大腺炎']",预防,2
请教一下麦胶性肠病易发人群是哪些人,"['请教', '一下', '麦胶性肠病', '易发', '人群', '是', '哪些', '人']",传染性,7
宫颈湿疣能感染到其他人吗,"['宫颈湿疣', '能', '感染', '到', '其他人', '吗']",传染性,7
请问得了输入袢综合征完全治愈要多久,"['请问', '得', '了', '输入袢综合征', '完全', '治愈', '要', '多久']",治疗时间,11
打扰问一下接合菌病要花多少时间治好,"['打扰', '问', '一下', '接合菌病', '要花', '多少', '时间', '治', '好']",治疗时间,11
你好，麻烦问一下联合瓣膜病变表征是啥,"['你好', '，', '麻烦', '问', '一下', '联合瓣膜病变', '表征', '是', '啥']",临床表现(病症表现),3
神经梅毒可以挂什么科,"['神经梅毒', '可以', '挂', '什么', '科']",所属科室,6
请教一下气管肿瘤治好要多久,"['请教', '一下', '气管肿瘤', '治好', '要', '多久']",治疗时间,11
臂丛神经痛如何体检,"['臂丛神经痛', '如何', '体检']",化验/体检方案,10
燥邪犯肺多大概率能治好？,"['燥邪犯肺', '多大', '概率', '能治好', '？']",治愈率,8
屈光参差病症是啥,"['屈光参差', '病症', '是', '啥']",临床表现(病症表现),3
肩袖损伤属于什么科,"['肩袖损伤', '属于', '什么', '科']",所属科室,6
营养不良做啥体检呢？,"['营养不良', '做', '啥', '体检', '呢', '？']",化验/体检方案,10
毛根鞘癌治好得多少年,"['毛根鞘癌', '治', '好得多', '少年']",治疗时间,11
请教一下老年人食管癌会传给孕妇吗,"['请教', '一下', '老年人食管癌', '会', '传给', '孕妇', '吗']",传染性,7
如何才可以躲掉咯血,"['如何', '才', '可以', '躲', '掉', '咯血']",预防,2
挛痹痊愈几率,"['挛痹', '痊愈', '几率']",治愈率,8
如果得了心房颤动治疗几天,"['如果', '得', '了', '心房颤动', '治疗', '几天']",治疗时间,11
怎么做可以抵御泛细支气管炎,"['怎么', '做', '可以', '抵御', '泛细支气管炎']",预防,2
我该怎样躲开卡氏肺囊虫肺炎,"['我该', '怎样', '躲开', '卡氏肺囊虫肺炎']",预防,2
天疤疮多大几率能治好,"['天疤疮', '多大', '几率', '能治好']",治愈率,8
哮病挂啥科,"['哮病', '挂', '啥', '科']",所属科室,6
冒昧问一下Behcet病治疗多长时间,"['冒昧', '问', '一下', 'Behcet病', '治疗', '多长时间']",治疗时间,11
你好，麻烦问一下腹膜后肿瘤治疗周期？,"['你好', '，', '麻烦', '问', '一下', '腹膜后肿瘤', '治疗', '周期', '？']",治疗时间,11
打扰问一下三焦咳挂啥科,"['打扰', '问', '一下', '三焦咳', '挂', '啥', '科']",所属科室,6
请问得了毛囊角化病看什么医生,"['请问', '得', '了', '毛囊角化病', '看', '什么', '医生']",所属科室,6
宫颈癌看啥科呢,"['宫颈癌', '看', '啥', '科', '呢']",所属科室,6
咋躲避惊恐症,"['咋', '躲避', '惊恐症']",预防,2
请问得了脊髓梅毒做啥检查,"['请问', '得', '了', '脊髓梅毒', '做', '啥', '检查']",化验/体检方案,10
怎么做可以逃避腺病毒感染,"['怎么', '做', '可以', '逃避', '腺病毒感染']",预防,2
您好下颌下隙感染传染性强吗,"['您好', '下颌下隙感染', '传染性', '强', '吗']",传染性,7
小儿红白血病化验什么啊,"['小儿红白血病', '化验', '什么', '啊']",化验/体检方案,10
打扰问一下表演型人格障碍治好的可能性,"['打扰', '问', '一下', '表演型人格障碍', '治好', '的', '可能性']",治愈率,8
你好，麻烦问一下先天性肌缺如检查什么,"['你好', '，', '麻烦', '问', '一下', '先天性肌缺如', '检查', '什么']",化验/体检方案,10
避开肩关节脱位,"['避开', '肩关节脱位']",预防,2
巨大肥厚性胃炎治愈比例,"['巨大肥厚性胃炎', '治愈', '比例']",治愈率,8
你好，麻烦问一下皮肤软骨瘤属于什么科,"['你好', '，', '麻烦', '问', '一下', '皮肤软骨瘤', '属于', '什么', '科']",所属科室,6
冒昧问一下老年人高血压会人传人不？,"['冒昧', '问', '一下', '老年人高血压', '会人', '传人', '不', '？']",传染性,7
你好，麻烦问一下气管支气管异物完全治愈要多久,"['你好', '，', '麻烦', '问', '一下', '气管支气管异物', '完全', '治愈', '要', '多久']",治疗时间,11
如果得了脑积水应该看啥医生,"['如果', '得', '了', '脑积水', '应该', '看', '啥', '医生']",所属科室,6
打扰问一下食管良性肿瘤会让我得上吗,"['打扰', '问', '一下', '食管良性肿瘤', '会', '让', '我', '得', '上', '吗']",传染性,7
您好产后伤食看啥科呢,"['您好', '产后伤食', '看', '啥', '科', '呢']",所属科室,6
中毒性红斑要挂什么科室,"['中毒性红斑', '要', '挂', '什么', '科室']",所属科室,6
脉管炎有什么伴随发生,"['脉管炎', '有', '什么', '伴随', '发生']",相关病症,4
打扰问一下输卵管上举容易感染不,"['打扰', '问', '一下', '输卵管上举', '容易', '感染', '不']",传染性,7
肾嗜酸细胞瘤要看什么科,"['肾嗜酸细胞瘤', '要', '看', '什么', '科']",所属科室,6
链杆菌病要花多少时间治好,"['链杆菌病', '要花', '多少', '时间', '治', '好']",治疗时间,11
浆膜下肌瘤是否会传染？,"['浆膜下肌瘤', '是否', '会', '传染', '？']",传染性,7
阴虚治疗周期？,"['阴虚', '治疗', '周期', '？']",治疗时间,11
您好膀胱嗜铬细胞瘤要挂什么科室,"['您好', '膀胱嗜铬细胞瘤', '要', '挂', '什么', '科室']",所属科室,6
请问得了分离性垂直偏斜要看什么科,"['请问', '得', '了', '分离性垂直偏斜', '要', '看', '什么', '科']",所属科室,6
请教一下雪盲治好要多久,"['请教', '一下', '雪盲', '治好', '要', '多久']",治疗时间,11
疱疹样天疱疮的症状,"['疱疹样天疱疮', '的', '症状']",临床表现(病症表现),3
虹膜炎会传给老人吗,"['虹膜炎', '会', '传给', '老人', '吗']",传染性,7
请问得了急性宫颈炎什么人容易得,"['请问', '得', '了', '急性宫颈炎', '什么', '人', '容易', '得']",传染性,7
如何才可以躲避眶底骨折,"['如何', '才', '可以', '躲避', '眶底骨折']",预防,2
腕管综合征的症状,"['腕管综合征', '的', '症状']",临床表现(病症表现),3
您好咽角化症可治率多高？,"['您好', '咽角化症', '可治率', '多', '高', '？']",治愈率,8
咋样逃开泪腺混合瘤,"['咋样', '逃开', '泪腺混合瘤']",预防,2
躲掉成人硬肿症,"['躲', '掉', '成人硬肿症']",预防,2
你好，麻烦问一下肩胛骨体部骨折要看什么科,"['你好', '，', '麻烦', '问', '一下', '肩胛骨体部骨折', '要', '看', '什么', '科']",所属科室,6
脾梗死可治率多高？,"['脾梗死', '可治率', '多', '高', '？']",治愈率,8
皮肤肿瘤治疗周期？,"['皮肤肿瘤', '治疗', '周期', '？']",治疗时间,11
解释解释卵巢病介绍,"['解释', '解释', '卵巢病', '介绍']",定义,0
打扰问一下虫证应该看啥医生,"['打扰', '问', '一下', '虫证', '应该', '看', '啥', '医生']",所属科室,6
打扰问一下阴虚火旺属于什么科,"['打扰', '问', '一下', '阴虚火旺', '属于', '什么', '科']",所属科室,6
请问得了可以介绍范科尼综合征定义的意思,"['请问', '得', '了', '可以', '介绍', '范科尼综合征', '定义', '的', '意思']",定义,0
请教一下腰疝会人传人不？,"['请教', '一下', '腰疝', '会人', '传人', '不', '？']",传染性,7
冒昧问一下如何理解新生儿水肿的释义,"['冒昧', '问', '一下', '如何', '理解', '新生儿水肿', '的', '释义']",定义,0
如果得了开放性颅脑损伤治好得多少年,"['如果', '得', '了', '开放性颅脑损伤', '治', '好得多', '少年']",治疗时间,11
你好，麻烦问一下肝脾湿热治疗周期？,"['你好', '，', '麻烦', '问', '一下', '肝脾湿热', '治疗', '周期', '？']",治疗时间,11
问一下阴道前壁膨出做啥体检呢？,"['问', '一下', '阴道前壁膨出', '做', '啥', '体检', '呢', '？']",化验/体检方案,10
阿尔茨海默病做啥检查,"['阿尔茨海默病', '做', '啥', '检查']",化验/体检方案,10
打扰问一下肠伤寒会传给孕妇吗,"['打扰', '问', '一下', '肠伤寒', '会', '传给', '孕妇', '吗']",传染性,7
请教一下小儿热疮病症是啥,"['请教', '一下', '小儿热疮', '病症', '是', '啥']",临床表现(病症表现),3
请问得了肝脏炎性假瘤做啥检查,"['请问', '得', '了', '肝脏炎性假瘤', '做', '啥', '检查']",化验/体检方案,10
肺动脉高压看啥科呢,"['肺动脉高压', '看', '啥', '科', '呢']",所属科室,6
冒昧问一下真性小眼球可治率多高？,"['冒昧', '问', '一下', '真性小眼球', '可治率', '多', '高', '？']",治愈率,8
食管良性肿瘤要做什么化验治疗吗,"['食管良性肿瘤', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
冒昧问一下可以介绍输卵管狭窄是什么意思？,"['冒昧', '问', '一下', '可以', '介绍', '输卵管狭窄', '是', '什么', '意思', '？']",定义,0
问一下人为性皮炎要花多少时间治好,"['问', '一下', '人为性皮炎', '要花', '多少', '时间', '治', '好']",治疗时间,11
我该咋样逃开有头疽,"['我该', '咋样', '逃开', '有头疽']",预防,2
热衰竭治愈比例,"['热衰竭', '治愈', '比例']",治愈率,8
你好，麻烦问一下颌骨骨折看什么医生,"['你好', '，', '麻烦', '问', '一下', '颌骨骨折', '看', '什么', '医生']",所属科室,6
您好消化不良属于什么科,"['您好', '消化不良', '属于', '什么', '科']",所属科室,6
你好，麻烦问一下洛博芽生菌病是否会传染？,"['你好', '，', '麻烦', '问', '一下', '洛博芽生菌病', '是否', '会', '传染', '？']",传染性,7
如果得了脉络膜脱离治疗多长时间,"['如果', '得', '了', '脉络膜脱离', '治疗', '多长时间']",治疗时间,11
冒昧问一下踝关节脱位治疗周期？,"['冒昧', '问', '一下', '踝关节脱位', '治疗', '周期', '？']",治疗时间,11
打扰问一下脑棘球蚴病治愈概率几成,"['打扰', '问', '一下', '脑棘球蚴病', '治愈', '概率', '几成']",治愈率,8
打扰问一下蛛网膜炎治好的可能性,"['打扰', '问', '一下', '蛛网膜炎', '治好', '的', '可能性']",治愈率,8
你好，麻烦问一下婴幼儿型内斜视会传给孕妇吗,"['你好', '，', '麻烦', '问', '一下', '婴幼儿型内斜视', '会', '传给', '孕妇', '吗']",传染性,7
可以问一下肾功能不全有什么定义？,"['可以', '问', '一下', '肾功能不全', '有', '什么', '定义', '？']",定义,0
请教一下颅骨结核属于什么科,"['请教', '一下', '颅骨结核', '属于', '什么', '科']",所属科室,6
请问得了阴挺会传给孩子吗,"['请问', '得', '了', '阴挺', '会', '传给', '孩子', '吗']",传染性,7
如何做避开乙胺嘧啶中毒,"['如何', '做', '避开', '乙胺嘧啶中毒']",预防,2
请问得了营养不良挂啥科,"['请问', '得', '了', '营养不良', '挂', '啥', '科']",所属科室,6
您好创伤性溃疡痊愈几率,"['您好', '创伤性溃疡', '痊愈', '几率']",治愈率,8
可以介绍鼓胀是啥意思,"['可以', '介绍', '鼓胀', '是', '啥意思']",定义,0
你好，麻烦问一下脆弱性骨硬化会让我得上吗,"['你好', '，', '麻烦', '问', '一下', '脆弱性骨硬化', '会', '让', '我', '得', '上', '吗']",传染性,7
你好，麻烦问一下钩端螺旋体肺炎看啥科呢,"['你好', '，', '麻烦', '问', '一下', '钩端螺旋体肺炎', '看', '啥', '科', '呢']",所属科室,6
冒昧问一下病理性神经损伤会传染给其他人吗？,"['冒昧', '问', '一下', '病理性神经损伤', '会', '传染给', '其他人', '吗', '？']",传染性,7
请问得了急性宫颈炎治疗多长时间,"['请问', '得', '了', '急性宫颈炎', '治疗', '多长时间']",治疗时间,11
暴发性肝衰竭如何体检？,"['暴发性肝衰竭', '如何', '体检', '？']",化验/体检方案,10
冒昧问一下肝肺综合症可以挂什么科,"['冒昧', '问', '一下', '肝肺综合症', '可以', '挂', '什么', '科']",所属科室,6
您好胫前黏液水肿临床表现,"['您好', '胫前黏液水肿', '临床表现']",临床表现(病症表现),3
颅脑损伤要看什么科,"['颅脑损伤', '要', '看', '什么', '科']",所属科室,6
室间隔膜部瘤会人传人不？,"['室间隔膜部瘤', '会人', '传人', '不', '？']",传染性,7
冒昧问一下外耳道炎要治多久,"['冒昧', '问', '一下', '外耳道炎', '要治', '多久']",治疗时间,11
如果得了多系统萎缩要治多久,"['如果', '得', '了', '多系统萎缩', '要治', '多久']",治疗时间,11
癌症属于什么科,"['癌症', '属于', '什么', '科']",所属科室,6
幽门螺杆菌感染有什么一同出现,"['幽门螺杆菌感染', '有', '什么', '一同', '出现']",相关病症,4
您好金疮会让我得上吗,"['您好', '金疮', '会', '让', '我', '得', '上', '吗']",传染性,7
咋样防止远视眼,"['咋样', '防止', '远视眼']",预防,2
打扰问一下腺样囊性癌治疗周期？,"['打扰', '问', '一下', '腺样囊性癌', '治疗', '周期', '？']",治疗时间,11
您好枢椎齿状突骨折我会感染吗,"['您好', '枢椎齿状突骨折', '我会', '感染', '吗']",传染性,7
打扰问一下鼻中隔溃疡有什么并发症,"['打扰', '问', '一下', '鼻中隔溃疡', '有', '什么', '并发症']",相关病症,4
隐斜要做什么化验治疗吗,"['隐斜', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
重症肌无力症状,"['重症肌无力', '症状']",临床表现(病症表现),3
问一下腘动脉破裂有什么并发症,"['问', '一下', '腘动脉破裂', '有', '什么', '并发症']",相关病症,4
如果得了解释一下秃顶解释,"['如果', '得', '了', '解释一下', '秃顶', '解释']",定义,0
问一下肥胖症挂啥科,"['问', '一下', '肥胖症', '挂', '啥', '科']",所属科室,6
冒昧问一下风疹会传给孕妇吗,"['冒昧', '问', '一下', '风疹', '会', '传给', '孕妇', '吗']",传染性,7
冒昧问一下颈椎病会让我得上吗,"['冒昧', '问', '一下', '颈椎病', '会', '让', '我', '得', '上', '吗']",传染性,7
请问得了干槽症什么人容易得,"['请问', '得', '了', '干槽症', '什么', '人', '容易', '得']",传染性,7
冒昧问一下皮克病做啥检查,"['冒昧', '问', '一下', '皮克病', '做', '啥', '检查']",化验/体检方案,10
我该怎样逃开横结肠扭转,"['我该', '怎样', '逃开', '横结肠扭转']",预防,2
你好，麻烦问一下黑棘皮瘤会传给老人吗,"['你好', '，', '麻烦', '问', '一下', '黑棘皮瘤', '会', '传给', '老人', '吗']",传染性,7
躲开慢性附睾炎,"['躲开', '慢性附睾炎']",预防,2
请教一下伏暑要看什么科,"['请教', '一下', '伏暑', '要', '看', '什么', '科']",所属科室,6
问一下运动性闭经挂啥科,"['问', '一下', '运动性闭经', '挂', '啥', '科']",所属科室,6
怎样抵御血管母细胞瘤,"['怎样', '抵御', '血管母细胞瘤']",预防,2
打扰问一下小儿卵巢肿瘤挂啥科,"['打扰', '问', '一下', '小儿卵巢肿瘤', '挂', '啥', '科']",所属科室,6
请教一下脊柱畸形治愈比例,"['请教', '一下', '脊柱畸形', '治愈', '比例']",治愈率,8
冒昧问一下闭合性脊髓损伤我会染上吗,"['冒昧', '问', '一下', '闭合性脊髓损伤', '我会', '染上', '吗']",传染性,7
肺曲菌病可以看啥科室,"['肺曲菌病', '可以', '看', '啥', '科室']",所属科室,6
如何做绕开老年人主动脉瘤,"['如何', '做', '绕开', '老年人主动脉瘤']",预防,2
宫颈肥大如何体检？,"['宫颈肥大', '如何', '体检', '？']",化验/体检方案,10
您好脑挫裂伤有什么伴随发生,"['您好', '脑挫裂伤', '有', '什么', '伴随', '发生']",相关病症,4
请教一下肺错构瘤要检查啥项目？,"['请教', '一下', '肺错构瘤', '要', '检查', '啥', '项目', '？']",化验/体检方案,10
请教一下神经发育迟滞属于什么科,"['请教', '一下', '神经发育迟滞', '属于', '什么', '科']",所属科室,6
你好，麻烦问一下急性心力衰竭会传染给其他人吗？,"['你好', '，', '麻烦', '问', '一下', '急性心力衰竭', '会', '传染给', '其他人', '吗', '？']",传染性,7
冒昧问一下肌疝要看什么科,"['冒昧', '问', '一下', '肌疝', '要', '看', '什么', '科']",所属科室,6
如果得了水母皮炎会传染给其他人吗？,"['如果', '得', '了', '水母皮炎', '会', '传染给', '其他人', '吗', '？']",传染性,7
打扰问一下椎体骨软骨病有什么一并发生,"['打扰', '问', '一下', '椎体骨软骨病', '有', '什么', '一并', '发生']",相关病症,4
冒昧问一下神经纤维瘤病如何体检,"['冒昧', '问', '一下', '神经纤维瘤病', '如何', '体检']",化验/体检方案,10
僵鉧可以看啥科室,"['僵鉧', '可以', '看', '啥', '科室']",所属科室,6
如果得了腹部创伤治疗多长时间,"['如果', '得', '了', '腹部创伤', '治疗', '多长时间']",治疗时间,11
请问得了新生儿消化不良的治疗周期,"['请问', '得', '了', '新生儿消化不良', '的', '治疗', '周期']",治疗时间,11
喉血管瘤病症是啥,"['喉血管瘤', '病症', '是', '啥']",临床表现(病症表现),3
口腔颌面部肿瘤的症状是什么,"['口腔颌面部肿瘤', '的', '症状', '是', '什么']",临床表现(病症表现),3
冒昧问一下人工性荨麻疹能否治好,"['冒昧', '问', '一下', '人工性荨麻疹', '能否', '治', '好']",治愈率,8
冒昧问一下胸痹心痛需要做什么检查,"['冒昧', '问', '一下', '胸痹心痛', '需要', '做', '什么', '检查']",化验/体检方案,10
打扰问一下肠易激综合征会传给孩子吗,"['打扰', '问', '一下', '肠易激综合征', '会', '传给', '孩子', '吗']",传染性,7
